CMDLINE python basic_decode.py
MEM 72.214844 1408955442.4262
MEM 72.472656 1408955442.5265
MEM 72.472656 1408955442.6268
MEM 72.730469 1408955442.7272
MEM 72.730469 1408955442.8275
MEM 72.730469 1408955442.9278
MEM 72.988281 1408955443.0295
MEM 72.988281 1408955443.1298
MEM 73.246094 1408955443.2301
MEM 73.246094 1408955443.3305
MEM 73.246094 1408955443.4310
MEM 73.503906 1408955443.5313
MEM 73.503906 1408955443.6317
MEM 73.503906 1408955443.7320
MEM 73.761719 1408955443.8323
MEM 73.761719 1408955443.9334
MEM 74.019531 1408955444.0338
MEM 74.019531 1408955444.1341
MEM 74.019531 1408955444.2344
MEM 74.277344 1408955444.3347
MEM 74.277344 1408955444.4350
MEM 74.535156 1408955444.5354
MEM 74.535156 1408955444.6357
MEM 74.535156 1408955444.7360
MEM 74.792969 1408955444.8364
MEM 74.792969 1408955444.9367
MEM 75.050781 1408955445.0374
MEM 75.050781 1408955445.1377
MEM 75.050781 1408955445.2381
MEM 75.308594 1408955445.3384
MEM 75.308594 1408955445.4387
MEM 75.308594 1408955445.5390
MEM 75.566406 1408955445.6393
MEM 75.566406 1408955445.7397
MEM 75.824219 1408955445.8400
MEM 75.824219 1408955445.9403
MEM 75.824219 1408955446.0410
MEM 76.082031 1408955446.1415
MEM 76.082031 1408955446.2418
MEM 76.339844 1408955446.3421
MEM 76.339844 1408955446.4424
MEM 76.339844 1408955446.5431
MEM 76.597656 1408955446.6435
MEM 76.597656 1408955446.7438
MEM 76.597656 1408955446.8445
MEM 76.855469 1408955446.9449
MEM 76.855469 1408955447.0454
MEM 77.113281 1408955447.1457
MEM 77.113281 1408955447.2461
MEM 77.113281 1408955447.3464
MEM 77.371094 1408955447.4467
MEM 77.371094 1408955447.5474
MEM 77.628906 1408955447.6478
MEM 77.628906 1408955447.7481
MEM 77.628906 1408955447.8484
MEM 77.886719 1408955447.9488
MEM 77.886719 1408955448.0492
MEM 77.886719 1408955448.1496
MEM 78.144531 1408955448.2499
MEM 78.144531 1408955448.3502
MEM 78.402344 1408955448.4505
MEM 78.402344 1408955448.5508
MEM 78.402344 1408955448.6511
MEM 78.660156 1408955448.7515
MEM 78.660156 1408955448.8518
MEM 78.917969 1408955448.9521
MEM 78.917969 1408955449.0526
MEM 78.917969 1408955449.1530
MEM 79.175781 1408955449.2533
MEM 79.175781 1408955449.3537
MEM 79.175781 1408955449.4540
MEM 79.433594 1408955449.5543
MEM 79.433594 1408955449.6546
MEM 79.691406 1408955449.7549
MEM 79.691406 1408955449.8552
MEM 79.917969 1408955449.9556
MEM 79.917969 1408955450.0559
MEM 79.917969 1408955450.1562
MEM 80.175781 1408955450.2565
MEM 80.175781 1408955450.3569
MEM 80.175781 1408955450.4572
MEM 80.433594 1408955450.5575
MEM 80.433594 1408955450.6578
MEM 80.691406 1408955450.7582
MEM 80.691406 1408955450.8585
MEM 80.691406 1408955450.9588
MEM 80.949219 1408955451.0591
MEM 80.949219 1408955451.1594
MEM 81.207031 1408955451.2599
MEM 81.207031 1408955451.3603
MEM 81.207031 1408955451.4606
MEM 81.464844 1408955451.5609
MEM 81.464844 1408955451.6612
MEM 81.464844 1408955451.7616
MEM 81.722656 1408955451.8619
MEM 81.722656 1408955451.9622
MEM 81.980469 1408955452.0625
MEM 81.980469 1408955452.1629
MEM 81.980469 1408955452.2632
MEM 82.238281 1408955452.3635
MEM 82.238281 1408955452.4638
MEM 82.496094 1408955452.5641
MEM 82.496094 1408955452.6644
MEM 82.496094 1408955452.7647
MEM 82.753906 1408955452.8651
MEM 82.753906 1408955452.9654
MEM 82.753906 1408955453.0657
MEM 83.011719 1408955453.1661
MEM 83.011719 1408955453.2664
MEM 83.269531 1408955453.3667
MEM 83.269531 1408955453.4670
MEM 83.269531 1408955453.5673
MEM 83.527344 1408955453.6677
MEM 83.527344 1408955453.7680
MEM 83.785156 1408955453.8683
MEM 83.785156 1408955453.9686
MEM 83.785156 1408955454.0689
MEM 84.042969 1408955454.1693
MEM 84.042969 1408955454.2696
MEM 84.042969 1408955454.3699
MEM 84.300781 1408955454.4702
MEM 84.300781 1408955454.5705
MEM 84.558594 1408955454.6709
MEM 84.558594 1408955454.7712
MEM 84.558594 1408955454.8715
MEM 84.816406 1408955454.9718
MEM 84.816406 1408955455.0721
MEM 84.816406 1408955455.1724
MEM 85.074219 1408955455.2727
MEM 85.074219 1408955455.3731
MEM 85.332031 1408955455.4734
MEM 85.332031 1408955455.5737
MEM 85.332031 1408955455.6740
MEM 85.589844 1408955455.7744
MEM 85.589844 1408955455.8747
MEM 85.847656 1408955455.9750
MEM 85.847656 1408955456.0753
MEM 85.847656 1408955456.1757
MEM 86.105469 1408955456.2760
MEM 86.105469 1408955456.3764
MEM 86.363281 1408955456.4767
MEM 86.363281 1408955456.5770
MEM 86.363281 1408955456.6773
MEM 86.621094 1408955456.7776
MEM 86.621094 1408955456.8780
MEM 86.621094 1408955456.9783
MEM 86.878906 1408955457.0786
MEM 86.878906 1408955457.1789
MEM 87.136719 1408955457.2792
MEM 87.136719 1408955457.3796
MEM 87.136719 1408955457.4799
MEM 87.394531 1408955457.5802
MEM 87.394531 1408955457.6805
MEM 87.652344 1408955457.7808
MEM 87.652344 1408955457.8811
MEM 87.652344 1408955457.9815
MEM 87.910156 1408955458.0818
MEM 87.910156 1408955458.1821
MEM 88.167969 1408955458.2824
MEM 88.167969 1408955458.3828
MEM 88.167969 1408955458.4831
MEM 88.425781 1408955458.5834
MEM 88.425781 1408955458.6837
MEM 88.425781 1408955458.7840
MEM 88.683594 1408955458.8844
MEM 88.683594 1408955458.9847
MEM 88.941406 1408955459.0850
MEM 88.941406 1408955459.1853
MEM 88.941406 1408955459.2857
MEM 89.199219 1408955459.3860
MEM 89.199219 1408955459.4863
MEM 89.199219 1408955459.5866
MEM 89.457031 1408955459.6869
MEM 89.457031 1408955459.7873
MEM 89.714844 1408955459.8876
MEM 89.714844 1408955459.9880
MEM 89.714844 1408955460.0883
MEM 89.972656 1408955460.1886
MEM 89.972656 1408955460.2889
MEM 90.230469 1408955460.3892
MEM 90.230469 1408955460.4895
MEM 90.230469 1408955460.5899
MEM 90.488281 1408955460.6902
MEM 90.488281 1408955460.7905
MEM 90.746094 1408955460.8908
MEM 90.746094 1408955460.9911
MEM 90.746094 1408955461.0915
MEM 91.003906 1408955461.1918
MEM 91.003906 1408955461.2921
MEM 281.546875 1408955461.3928
MEM 281.546875 1408955461.4932
MEM 281.546875 1408955461.5936
MEM 462.789062 1408955461.6940
MEM 462.789062 1408955461.7943
MEM 462.789062 1408955461.8947
MEM 462.789062 1408955461.9950
MEM 463.019531 1408955462.0953
MEM 463.019531 1408955462.1957
MEM 463.019531 1408955462.2960
MEM 463.019531 1408955462.3963
MEM 463.019531 1408955462.4966
MEM 463.019531 1408955462.5970
MEM 463.019531 1408955462.6973
MEM 463.019531 1408955462.7976
MEM 463.019531 1408955462.8979
MEM 463.019531 1408955462.9982
MEM 463.019531 1408955463.0986
MEM 463.019531 1408955463.1989
MEM 463.019531 1408955463.2992
MEM 463.019531 1408955463.3995
MEM 463.019531 1408955463.4998
MEM 463.019531 1408955463.6001
MEM 463.019531 1408955463.7004
MEM 463.019531 1408955463.8008
MEM 463.019531 1408955463.9011
MEM 463.019531 1408955464.0014
MEM 463.019531 1408955464.1018
MEM 463.019531 1408955464.2021
MEM 463.019531 1408955464.3024
MEM 463.019531 1408955464.4027
MEM 463.019531 1408955464.5030
MEM 463.019531 1408955464.6034
MEM 463.019531 1408955464.7037
MEM 463.019531 1408955464.8040
MEM 463.019531 1408955464.9044
MEM 463.019531 1408955465.0047
MEM 463.019531 1408955465.1050
MEM 463.019531 1408955465.2054
MEM 463.019531 1408955465.3057
MEM 463.019531 1408955465.4061
MEM 463.019531 1408955465.5064
MEM 463.019531 1408955465.6067
MEM 463.019531 1408955465.7070
MEM 463.019531 1408955465.8073
MEM 463.019531 1408955465.9076
MEM 463.019531 1408955466.0079
MEM 463.019531 1408955466.1083
MEM 463.019531 1408955466.2086
MEM 463.019531 1408955466.3089
MEM 463.019531 1408955466.4092
MEM 463.019531 1408955466.5096
MEM 463.019531 1408955466.6100
MEM 463.019531 1408955466.7104
MEM 463.019531 1408955466.8107
MEM 463.019531 1408955466.9110
MEM 463.019531 1408955467.0113
MEM 463.019531 1408955467.1117
MEM 463.019531 1408955467.2120
MEM 463.019531 1408955467.3123
MEM 463.019531 1408955467.4127
MEM 463.019531 1408955467.5130
MEM 463.019531 1408955467.6133
MEM 463.019531 1408955467.7136
MEM 463.019531 1408955467.8140
MEM 463.019531 1408955467.9143
MEM 463.019531 1408955468.0146
MEM 463.019531 1408955468.1150
MEM 463.019531 1408955468.2153
MEM 463.019531 1408955468.3156
MEM 463.019531 1408955468.4160
MEM 463.019531 1408955468.5163
MEM 463.019531 1408955468.6166
MEM 463.019531 1408955468.7169
MEM 463.019531 1408955468.8172
MEM 463.019531 1408955468.9176
MEM 463.019531 1408955469.0179
MEM 463.019531 1408955469.1188
MEM 463.019531 1408955469.2191
MEM 463.019531 1408955469.3194
MEM 463.019531 1408955469.4198
MEM 463.019531 1408955469.5201
MEM 463.019531 1408955469.6204
MEM 463.019531 1408955469.7207
MEM 439.972656 1408955469.8211
MEM 439.972656 1408955469.9214
MEM 439.972656 1408955470.0217
MEM 439.972656 1408955470.1220
MEM 439.972656 1408955470.2224
MEM 439.972656 1408955470.3226
MEM 439.972656 1408955470.4230
MEM 439.972656 1408955470.5233
MEM 439.972656 1408955470.6237
MEM 439.972656 1408955470.7244
MEM 439.972656 1408955470.8252
MEM 439.972656 1408955470.9259
MEM 439.972656 1408955471.0266
MEM 439.972656 1408955471.1273
MEM 439.972656 1408955471.2281
MEM 439.972656 1408955471.3288
MEM 439.972656 1408955471.4295
MEM 439.972656 1408955471.5302
MEM 439.972656 1408955471.6309
MEM 439.972656 1408955471.7320
MEM 439.972656 1408955471.8327
MEM 439.972656 1408955471.9334
MEM 439.972656 1408955472.0342
MEM 439.972656 1408955472.1346
MEM 439.972656 1408955472.2353
MEM 439.972656 1408955472.3361
MEM 439.972656 1408955472.4368
MEM 439.972656 1408955472.5375
MEM 439.972656 1408955472.6382
MEM 439.972656 1408955472.7390
MEM 439.972656 1408955472.8397
MEM 439.972656 1408955472.9404
MEM 439.972656 1408955473.0412
MEM 439.972656 1408955473.1419
MEM 439.972656 1408955473.2426
MEM 439.972656 1408955473.3433
MEM 439.972656 1408955473.4442
MEM 439.972656 1408955473.5450
MEM 439.972656 1408955473.6456
MEM 439.972656 1408955473.7463
MEM 439.972656 1408955473.8470
MEM 439.972656 1408955473.9479
MEM 439.972656 1408955474.0487
MEM 439.972656 1408955474.1494
MEM 439.972656 1408955474.2501
MEM 439.972656 1408955474.3508
MEM 439.972656 1408955474.4515
MEM 439.972656 1408955474.5522
MEM 439.972656 1408955474.6530
MEM 439.972656 1408955474.7537
MEM 439.972656 1408955474.8544
MEM 439.972656 1408955474.9551
MEM 439.972656 1408955475.0560
MEM 439.972656 1408955475.1568
MEM 439.972656 1408955475.2576
MEM 439.972656 1408955475.3584
MEM 439.972656 1408955475.4591
MEM 439.972656 1408955475.5599
MEM 439.972656 1408955475.6607
